12:57:35,00:10:00,Sample,1.475,VDC
13:07:35,00:20:00,Sample,1.477,VDC
13:17:36,00:30:00,Sample,1.479,VDC
13:27:36,00:40:00,Sample,1.479,VDC
13:37:36,00:50:00,Sample,1.480,VDC
13:47:36,01:00:00,Sample,1.480,VDC
13:57:37,01:10:00,Sample,1.480,VDC
14:07:37,01:20:00,Sample,1.481,VDC
14:17:37,01:30:00,Sample,1.481,VDC
14:27:37,01:40:00,Sample,1.481,VDC
14:37:37,01:50:00,Sample,1.481,VDC
14:47:38,02:00:00,Sample,1.481,VDC
14:57:38,02:10:00,Sample,1.481,VDC
15:07:39,02:20:00,Sample,1.481,VDC
15:17:38,02:30:00,Sample,1.482,VDC
15:27:39,02:40:00,Sample,1.483,VDC
15:37:39,02:50:00,Sample,1.483,VDC
15:47:39,03:00:00,Sample,1.484,VDC
15:57:39,03:10:00,Sample,1.484,VDC
16:07:40,03:20:00,Sample,1.485,VDC
16:17:40,03:30:00,Sample,1.485,VDC
16:27:39,03:40:00,Sample,1.485,VDC
16:37:40,03:50:00,Sample,1.485,VDC
16:47:41,04:00:00,Sample,1.485,VDC
16:57:41,04:10:00,Sample,1.485,VDC
17:07:41,04:20:00,Sample,1.485,VDC
17:17:41,04:30:00,Sample,1.485,VDC
17:27:42,04:40:00,Sample,1.484,VDC
17:37:42,04:50:00,Sample,1.484,VDC
17:47:42,05:00:00,Sample,1.483,VDC
17:57:42,05:10:00,Sample,1.482,VDC
18:07:43,05:20:00,Sample,1.481,VDC
18:17:43,05:30:00,Sample,1.481,VDC
18:27:43,05:40:00,Sample,1.481,VDC
18:37:44,05:50:00,Sample,1.481,VDC
18:47:44,06:00:00,Sample,1.480,VDC
18:57:44,06:10:00,Sample,1.479,VDC
19:07:44,06:20:00,Sample,1.477,VDC
19:17:44,06:30:00,Sample,1.476,VDC
19:27:45,06:40:00,Sample,1.475,VDC
19:37:45,06:50:00,Sample,1.474,VDC
19:47:45,07:00:00,Sample,1.474,VDC
19:57:46,07:10:00,Sample,1.474,VDC
20:07:46,07:20:00,Sample,1.473,VDC
20:17:46,07:30:00,Sample,1.472,VDC
20:27:46,07:40:00,Sample,1.471,VDC
20:37:46,07:50:00,Sample,1.470,VDC
20:47:47,08:00:00,Sample,1.469,VDC
20:57:47,08:10:00,Sample,1.468,VDC
21:07:47,08:20:00,Sample,1.467,VDC
21:17:47,08:30:00,Sample,1.466,VDC
21:27:48,08:40:00,Sample,1.466,VDC
21:37:48,08:50:00,Sample,1.465,VDC
21:47:48,09:00:00,Sample,1.464,VDC
21:57:48,09:10:00,Sample,1.464,VDC
22:07:49,09:20:00,Sample,1.463,VDC
22:17:49,09:30:00,Sample,1.462,VDC
22:27:49,09:40:00,Sample,1.462,VDC
22:37:50,09:50:00,Sample,1.462,VDC
22:47:50,10:00:00,Sample,1.461,VDC
22:57:50,10:10:00,Sample,1.460,VDC
23:07:50,10:20:00,Sample,1.458,VDC
23:17:50,10:30:00,Sample,1.457,VDC
23:27:51,10:40:00,Sample,1.456,VDC
23:37:51,10:50:00,Sample,1.455,VDC
23:47:51,11:00:00,Sample,1.454,VDC
23:57:51,11:10:00,Sample,1.453,VDC
00:07:52,11:20:00,Sample,1.452,VDC
00:17:52,11:30:00,Sample,1.451,VDC
00:27:52,11:40:00,Sample,1.450,VDC
00:37:52,11:50:00,Sample,1.449,VDC
00:47:53,12:00:00,Sample,1.448,VDC
00:57:53,12:10:00,Sample,1.447,VDC
